ID,縣市,鄉鎮市區,村里,門牌,二級發布區,一級發布區,最小統計區,比對代碼,X坐標,Y坐標,坐標系統 
1,臺北市,中山南,,路21-1號，愛國東路側,,,,門牌比對失敗或格式有誤,,,
2,臺北市,中正區,龍福里,南昌路一段一號,A6305-21,A6305-21-001,A6305-0318-00,AL0-F2-0-2020M07,121.5157888,25.03342246,EPSG:4326
3,臺北市,松山區,復盛里,市民大道五段99號4樓,A6301-63,A6301-63-006,A6301-0730-00,AL0-F2-0-2020M07,121.5614892,25.04787578,EPSG:4326
4,臺北市,大安區,民炤里,新生南路一段161巷35-1號2樓,A6303-35,A6303-35-005,A6303-0393-00,AL0-F2-0-2020M07,121.5367326,25.03464263,EPSG:4326
5,臺北市,中正區,黎明里,青島西路7號7樓,A6305-02,A6305-02-005,A6305-0039-00,AL0-F2-0-2020M07,121.5181827,25.04491412,EPSG:4326
6,臺北市,松山區,新聚里,南京東路五段250巷36弄8號1樓,A6301-59,A6301-59-008,A6301-0655-00,AL0-F2-0-2020M07,121.5664727,25.04951054,EPSG:4326
7,宜蘭縣,頭城鎮,港口里,青雲路三段750號,A0204-05,A0204-05-002,A0204-0073-00,AL0-F1-0-2020M07,121.8325497,24.86955112,EPSG:4326
8,宜蘭縣,頭城鎮,港口里,青雲路三段750號,A0204-05,A0204-05-002,A0204-0073-00,AL0-F1-0-2020M07,121.8325497,24.86955112,EPSG:4326
9,宜蘭縣,頭城鎮,港口里,青雲路三段750號,A0204-05,A0204-05-002,A0204-0073-00,AL0-F1-0-2020M07,121.8325497,24.86955112,EPSG:4326
10,宜蘭縣,頭城鎮,港口里,青雲路三段750號,A0204-05,A0204-05-002,A0204-0073-00,AL0-F1-0-2020M07,121.8325497,24.86955112,EPSG:4326
11,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
12,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
13,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
14,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
15,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
16,基隆市,中正區,砂子里,北寧路367號,A1701-18,A1701-18-004,A1701-0126-00,AL0-F1-0-2020M07,121.7988516,25.14019761,EPSG:4326
17,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
18,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
19,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
20,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
21,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
22,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
23,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
24,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
25,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
26,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
27,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
28,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
29,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
30,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
31,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
32,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
33,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
34,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
35,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
36,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
37,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
38,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
39,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
40,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
41,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
42,臺中市,北區,淡溝里,館前路1號,A6605-35,A6605-35-009,A6605-0471-00,AL0-F1-0-2020M07,120.6661601,24.15580153,EPSG:4326
43,,,,,,,,門牌比對失敗或格式有誤,,,
44,屏東縣,車城鄉,後灣村,後灣路2號,A1323-06,A1323-06-010,A1323-0209-00,AL0-F1-0-2020M07,120.6985467,22.05032791,EPSG:4326
45,臺北市,中正區,東門里,徐州路46號,A6305-09,A6305-09-005,A6305-0151-00,AL0-F1-0-2020M07,121.5246946,25.04030088,EPSG:4326
46,臺北市,中正區,東門里,徐州路46號,A6305-09,A6305-09-005,A6305-0151-00,AL0-F1-0-2020M07,121.5246946,25.04030088,EPSG:4326
47,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
48,臺中市,404,,53臺中市北區館前路一號,,,,門牌比對失敗或格式有誤,,,
49,,,,,,,,門牌比對失敗或格式有誤,,,
50,臺北市,中正區,,中正區羅斯福路二段,,,,門牌比對失敗或格式有誤,,,
51,基隆市,仁愛區,文昌里,港西街四號,A1704-01,A1704-01-001,A1704-0001-00,AL0-F2-0-2020M07,121.7400885,25.13262279,EPSG:4326
52,基隆市,仁愛區,文昌里,港西街四號,A1704-01,A1704-01-001,A1704-0001-00,AL0-F2-0-2020M07,121.7400885,25.13262279,EPSG:4326
53,臺中市,nul,,l中山路二段435號,,,,門牌比對失敗或格式有誤,,,
54,屏東縣,車城鄉,後灣村,後灣路2號,A1323-06,A1323-06-010,A1323-0209-00,AL0-F1-0-2020M07,120.6985467,22.05032791,EPSG:4326
55,臺北市,士林區,福佳里,士商路189號,A6311-62,A6311-62-001,A6311-0736-00,AL0-F1-0-2020M07,121.5159773,25.09598928,EPSG:4326
56,臺北市,中正區,幸福里,齊東街53巷11號,A6305-05,A6305-05-003,A6305-0117-00,AL0-F1-0-2020M07,121.5287951,25.0415771,EPSG:4326
57,臺東縣,臺東市,民族里,南京路25號,A1401-20,A1401-20-008,A1401-0694-00,AL0-F1-0-2020M07,121.1460924,22.75657673,EPSG:4326
58,臺北市,中正區,幸福里,齊東街53巷11號,A6305-05,A6305-05-003,A6305-0117-00,AL0-F1-0-2020M07,121.5287951,25.0415771,EPSG:4326
59,臺中市,北區,淡溝里,館前路1號,A6605-35,A6605-35-009,A6605-0471-00,AL0-F1-0-2020M07,120.6661601,24.15580153,EPSG:4326
60,宜蘭縣,五結鄉,季新村,五濱路二段201號,A0209-13,A0209-13-006,A0209-0218-00,AL0-F1-0-2020M07,121.8240715,24.68589437,EPSG:4326
61,高雄市,鳳山區,新強里,三多一路1號,A6412-71,A6412-71-448,A6412-0794-00,AL0-F1-0-2020M07,120.3424337,22.62416982,EPSG:4326
62,基隆市,仁愛區,文昌里,港西街四號,A1704-01,A1704-01-001,A1704-0001-00,AL0-F2-0-2020M07,121.7400885,25.13262279,EPSG:4326
63,基隆市,仁愛區,文昌里,港西街四號,A1704-01,A1704-01-001,A1704-0001-00,AL0-F2-0-2020M07,121.7400885,25.13262279,EPSG:4326
64,臺南市,南區,新昌里,西門路一段６８９巷５９號,A6733-02,A6733-02-001,A6733-0009-00,AL0-F1-0-2020M07,120.1966464,22.98671554,EPSG:4326
65,臺北市,松山健,,康公宅、文山興隆公宅、萬華青年公宅,,,,門牌比對失敗或格式有誤,,,
66,桃園市,新屋區,新屋里,中興路91巷11號,A6811-10,A6811-10-007,A6811-0342-00,AL0-F1-0-2020M07,121.1026897,24.97075957,EPSG:4326
67,桃園市,新屋區,新屋里,中興路91巷11號,A6811-10,A6811-10-007,A6811-0342-00,AL0-F1-0-2020M07,121.1026897,24.97075957,EPSG:4326
68,基隆市,中正區,港通里,信一路181號,A1701-21,A1701-21-009,A1701-0249-00,AL0-F1-0-2020M07,121.7441723,25.13125481,EPSG:4326
69,,,,,,,,門牌比對失敗或格式有誤,,,
70,屏東縣,車城鄉,後灣村,後灣路2號,A1323-06,A1323-06-010,A1323-0209-00,AL0-F1-0-2020M07,120.6985467,22.05032791,EPSG:4326
71,臺北市,松山區,新聚里,南京東路五段250巷36弄8號1樓,A6301-59,A6301-59-008,A6301-0655-00,AL0-F2-0-2020M07,121.5664727,25.04951054,EPSG:4326
72,國立歷,史博物,,館,,,,門牌比對失敗或格式有誤,,,
73,臺北市,中正區,黎明里,襄陽路25號(臺博館斜對面),A6305-02,A6305-02-008,A6305-0059-00,AL0-F2-0-2020M07,121.5143314,25.04353941,EPSG:4326
74,臺南市,安南區,淵西里,安中路四段290巷325弄65號,A6735-21,A6735-21-002,A6735-0509-00,AL0-F1-0-2020M07,120.1714155,23.05368875,EPSG:4326
75,高雄市,苓雅區,中正里,五福一路67號,A6408-28,A6408-28-001,A6408-0238-00,AL0-F1-0-2020M07,120.3170164,22.62824798,EPSG:4326
76,新北市,蘆洲區,中華里,中山二路162號2樓,A6514-50,A6514-50-006,A6514-0520-00,AL0-F2-0-2020M07,121.4709905,25.08118874,EPSG:4326
77,,,,,,,,門牌比對失敗或格式有誤,,,
78,臺中市,南區,,興路三段362號,,,,門牌比對失敗或格式有誤,,,
79,基隆市,仁愛區,文昌里,港西街四號,A1704-01,A1704-01-001,A1704-0001-00,AL0-F2-0-2020M07,121.7400885,25.13262279,EPSG:4326
80,臺中市,霧峰區,本堂里,中正路738-1號,A6626-19,A6626-19-007,A6626-0306-00,AL0-F2-0-2020M07,120.6992306,24.05854713,EPSG:4326
81,臺南市,東區,忠孝里,中華東路三段332號,A6732-49,A6732-49-001,A6732-0817-00,AL0-F1-0-2020M07,120.22149,22.97515775,EPSG:4326
82,,,,,,,,門牌比對失敗或格式有誤,,,
83,臺南市,中西區,大涼里,中華西路二段34號,A6737-18,A6737-18-012,A6737-0351-00,AL0-F1-0-2020M07,120.1874654,22.99209754,EPSG:4326
84,臺北市,信義區,,WestDr.SunYat-sen’sHistoryExhibitionRoom(1F),,,,門牌比對失敗或格式有誤,,,
85,臺北市,文山區,景行里,景文街32號,A6308-51,A6308-51-006,A6308-0571-00,AL0-F1-0-2020M07,121.541178,24.99209061,EPSG:4326
86,高雄市,路竹區,竹南里,國昌路86巷9號,A6424-14,A6424-14-122,A6424-0331-00,AL0-F1-0-2020M07,120.2582646,22.85589805,EPSG:4326
87,高雄市,路竹區,竹南里,國昌路86巷9號,A6424-14,A6424-14-122,A6424-0331-00,AL0-F1-0-2020M07,120.2582646,22.85589805,EPSG:4326
88,臺北市,松山區,美仁里,八德路三段25號,A6301-58,A6301-58-002,A6301-0620-00,AL0-F1-0-2020M07,121.5520173,25.04835064,EPSG:4326
89,臺中市,南區,,興路三段362號,,,,門牌比對失敗或格式有誤,,,
90,屏東縣,車城鄉,後灣村,後灣路2號,A1323-06,A1323-06-010,A1323-0209-00,AL0-F1-0-2020M07,120.6985467,22.05032791,EPSG:4326
91,苗栗縣,銅鑼鄉,九湖村,銅科南路6號,A0510-09,A0510-09-006,A0510-0148-00,AL0-F1-0-2020M07,120.7708587,24.46269339,EPSG:4326
92,高雄市,鳳山區,新強里,三多一路1號,A6412-71,A6412-71-448,A6412-0794-00,AL0-F1-0-2020M07,120.3424337,22.62416982,EPSG:4326
93,苗栗縣,竹南鎮,,公園路206號,,,,門牌比對失敗或格式有誤,,,
94,高雄市,鼓山區,正德里,鼓山三路19-3號,A6402-42,A6402-42-001,A6402-0420-00,AL0-N1-1-2020M07,120.2761694,22.65136103,EPSG:4326
95,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
96,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
97,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
98,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
99,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
100,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
101,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
102,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
103,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
104,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
105,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
106,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
107,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
108,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
109,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
110,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
111,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
112,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
113,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
114,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
115,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
116,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
117,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
118,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
119,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
120,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
121,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
122,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
123,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
124,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
125,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
126,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
127,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
128,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
129,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
130,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
131,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
132,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
133,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
134,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
135,臺北市,松山區,美仁里,八德路三段25號(藝文推廣處),A6301-58,A6301-58-002,A6301-0620-00,AL0-F2-0-2020M07,121.5520173,25.04835064,EPSG:4326
